Steppingstone sampler:
        No Stones:                  1000
        Start It:                   11000001
        It Per Stone:               5000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
627	0.084403	3750	-0.086484	-94.940624
628	0.083837	3750	-0.084884	-95.025508
629	0.083273	3750	-0.081392	-95.106900
630	0.082712	3750	-0.083741	-95.190641
631	0.082152	3750	-0.093344	-95.283985
632	0.081595	3750	-0.095146	-95.379131
633	0.081041	3750	-0.091223	-95.470354
634	0.080488	3750	-0.084155	-95.554508
635	0.079938	3750	-0.087640	-95.642149
636	0.079390	3750	-0.088720	-95.730868
637	0.078845	3750	-0.086421	-95.817289
638	0.078301	3750	-0.082679	-95.899968
639	0.077760	3750	-0.083238	-95.983206
640	0.077221	3750	-0.091121	-96.074327
641	0.076684	3750	-0.083119	-96.157446
642	0.076150	3750	-0.087658	-96.245104
643	0.075618	3750	-0.075451	-96.320555
644	0.075088	3750	-0.077434	-96.397989
645	0.074560	3750	-0.083428	-96.481416
646	0.074035	3750	-0.080519	-96.561935
647	0.073512	3750	-0.089699	-96.651634
648	0.072991	3750	-0.085693	-96.737326
649	0.072472	3750	-0.086244	-96.823570
650	0.071955	3750	-0.085455	-96.909025
651	0.071441	3750	-0.088273	-96.997298
652	0.070929	3750	-0.080841	-97.078139
653	0.070419	3750	-0.081121	-97.159261
654	0.069911	3750	-0.084499	-97.243760
655	0.069406	3750	-0.090356	-97.334116
656	0.068903	3750	-0.088465	-97.422580
657	0.068401	3750	-0.085573	-97.508153
658	0.067903	3750	-0.078061	-97.586214
659	0.067406	3750	-0.079574	-97.665788
660	0.066911	3750	-0.092073	-97.757861
661	0.066419	3750	-0.083171	-97.841032
662	0.065929	3750	-0.084619	-97.925652
663	0.065441	3750	-0.082188	-98.007839
664	0.064955	3750	-0.083015	-98.090855
665	0.064471	3750	-0.081305	-98.172159
666	0.063990	3750	-0.078258	-98.250418
667	0.063510	3750	-0.077735	-98.328153
668	0.063033	3750	-0.075890	-98.404043
669	0.062558	3750	-0.077866	-98.481909
670	0.062085	3750	-0.080674	-98.562583
671	0.061615	3750	-0.086003	-98.648586
672	0.061146	3750	-0.086180	-98.734765
673	0.060680	3750	-0.085817	-98.820582
674	0.060216	3750	-0.092036	-98.912618
675	0.059753	3750	-0.087211	-98.999829
676	0.059293	3750	-0.079416	-99.079246
677	0.058836	3750	-0.080784	-99.160029
678	0.058380	3750	-0.078124	-99.238153
679	0.057926	3750	-0.081896	-99.320050
680	0.057475	3750	-0.079866	-99.399916
681	0.057025	3750	-0.074891	-99.474807
682	0.056578	3750	-0.076336	-99.551143
683	0.056133	3750	-0.083192	-99.634336
684	0.055690	3750	-0.073453	-99.707789
685	0.055249	3750	-0.074874	-99.782662
686	0.054810	3750	-0.085517	-99.868179
687	0.054373	3750	-0.073234	-99.941412
688	0.053939	3750	-0.081994	-100.023407
689	0.053506	3750	-0.084021	-100.107428
690	0.053076	3750	-0.079983	-100.187411
691	0.052647	3750	-0.078583	-100.265994
692	0.052221	3750	-0.079904	-100.345898
693	0.051797	3750	-0.083363	-100.429261
694	0.051375	3750	-0.084190	-100.513452
695	0.050955	3750	-0.083350	-100.596802
696	0.050537	3750	-0.096181	-100.692983
697	0.050121	3750	-0.072650	-100.765632
698	0.049707	3750	-0.073213	-100.838846
699	0.049295	3750	-0.078969	-100.917815
700	0.048885	3750	-0.077718	-100.995533
701	0.048478	3750	-0.087556	-101.083089
702	0.048072	3750	-0.070888	-101.153977
703	0.047668	3750	-0.086517	-101.240494
704	0.047267	3750	-0.076876	-101.317371
705	0.046867	3750	-0.076109	-101.393479
706	0.046470	3750	-0.083239	-101.476718
707	0.046074	3750	-0.080701	-101.557419
708	0.045681	3750	-0.083582	-101.641001
709	0.045289	3750	-0.074848	-101.715849
710	0.044900	3750	-0.075981	-101.791831
711	0.044512	3750	-0.072002	-101.863833
712	0.044127	3750	-0.075033	-101.938865
713	0.043744	3750	-0.080083	-102.018948
714	0.043362	3750	-0.071150	-102.090098
715	0.042983	3750	-0.081018	-102.171116
716	0.042606	3750	-0.076643	-102.247759
717	0.042230	3750	-0.076089	-102.323848
718	0.041857	3750	-0.071920	-102.395768
719	0.041485	3750	-0.073996	-102.469763
720	0.041116	3750	-0.062396	-102.532159
721	0.040749	3750	-0.071942	-102.604101
722	0.040383	3750	-0.105569	-102.709671
723	0.040020	3750	-0.086137	-102.795808
724	0.039658	3750	-0.075788	-102.871597
725	0.039299	3750	-0.077264	-102.948861
726	0.038941	3750	-0.064081	-103.012941
727	0.038585	3750	-0.093481	-103.106423
728	0.038232	3750	-0.078023	-103.184446
729	0.037880	3750	-0.077666	-103.262111
730	0.037530	3750	-0.071490	-103.333601
731	0.037182	3750	-0.074982	-103.408584
732	0.036836	3750	-0.075622	-103.484206
733	0.036493	3750	-0.084460	-103.568667
734	0.036151	3750	-0.078533	-103.647200
735	0.035810	3750	-0.079419	-103.726619
736	0.035472	3750	-0.081768	-103.808387
737	0.035136	3750	-0.077073	-103.885460
738	0.034802	3750	-0.075510	-103.960970
739	0.034469	3750	-0.083490	-104.044459
740	0.034139	3750	-0.074029	-104.118488
741	0.033810	3750	-0.072888	-104.191376
742	0.033484	3750	-0.081040	-104.272416
743	0.033159	3750	-0.076348	-104.348763
744	0.032836	3750	-0.063678	-104.412441
745	0.032515	3750	-0.090037	-104.502477
746	0.032196	3750	-0.068964	-104.571442
747	0.031879	3750	-0.069734	-104.641176
748	0.031563	3750	-0.072212	-104.713388
749	0.031250	3750	-0.073509	-104.786897
750	0.030938	3750	-0.075639	-104.862536
751	0.030629	3750	-0.065198	-104.927733
752	0.030321	3750	-0.068798	-104.996531
753	0.030015	3750	-0.082323	-105.078854
754	0.029711	3750	-0.063832	-105.142686
755	0.029409	3750	-0.069027	-105.211713
756	0.029108	3750	-0.072571	-105.284284
757	0.028810	3750	-0.091149	-105.375433
758	0.028513	3750	-0.066592	-105.442025
759	0.028218	3750	-0.063786	-105.505811
760	0.027925	3750	-0.065658	-105.571469
761	0.027634	3750	-0.069223	-105.640692
762	0.027345	3750	-0.078340	-105.719032
763	0.027057	3750	-0.076976	-105.796008
764	0.026771	3750	-0.088584	-105.884591
765	0.026487	3750	-0.083345	-105.967937
766	0.026205	3750	-0.068017	-106.035953
767	0.025925	3750	-0.067937	-106.103891
768	0.025647	3750	-0.084579	-106.188469
769	0.025370	3750	-0.076489	-106.264958
770	0.025095	3750	-0.078222	-106.343180
771	0.024822	3750	-0.080910	-106.424090
772	0.024551	3750	-0.067408	-106.491498
773	0.024281	3750	-0.082306	-106.573804
774	0.024014	3750	-0.074652	-106.648456
775	0.023748	3750	-0.071117	-106.719573
776	0.023483	3750	-0.085037	-106.804610
777	0.023221	3750	-0.086713	-106.891323
778	0.022960	3750	-0.073101	-106.964424
779	0.022702	3750	-0.085769	-107.050193
780	0.022445	3750	-0.087793	-107.137986
781	0.022189	3750	-0.079539	-107.217525
782	0.021936	3750	-0.078246	-107.295771
783	0.021684	3750	-0.065750	-107.361521
784	0.021434	3750	-0.064400	-107.425921
785	0.021185	3750	-0.065871	-107.491791
786	0.020939	3750	-0.069310	-107.561101
787	0.020694	3750	-0.071889	-107.632990
788	0.020451	3750	-0.069332	-107.702322
789	0.020209	3750	-0.073959	-107.776282
790	0.019969	3750	-0.075786	-107.852068
791	0.019731	3750	-0.068660	-107.920728
792	0.019495	3750	-0.068746	-107.989474
793	0.019261	3750	-0.072980	-108.062454
794	0.019028	3750	-0.065439	-108.127892
795	0.018796	3750	-0.086075	-108.213967
796	0.018567	3750	-0.081457	-108.295425
797	0.018339	3750	-0.066947	-108.362372
798	0.018113	3750	-0.077814	-108.440186
799	0.017889	3750	-0.075101	-108.515287
800	0.017666	3750	-0.078060	-108.593347
801	0.017445	3750	-0.079816	-108.673163
802	0.017225	3750	-0.078250	-108.751413
803	0.017007	3750	-0.076844	-108.828257
804	0.016791	3750	-0.067534	-108.895792
805	0.016577	3750	-0.074159	-108.969951
806	0.016364	3750	-0.081721	-109.051672
807	0.016153	3750	-0.077100	-109.128772
808	0.015943	3750	-0.072784	-109.201556
809	0.015736	3750	-0.082896	-109.284452
810	0.015529	3750	-0.083638	-109.368090
811	0.015325	3750	-0.073005	-109.441094
812	0.015122	3750	-0.060251	-109.501345
813	0.014920	3750	-0.071514	-109.572860
814	0.014721	3750	-0.083262	-109.656121
815	0.014523	3750	-0.078506	-109.734628
816	0.014326	3750	-0.060828	-109.795455
817	0.014131	3750	-0.069567	-109.865023
818	0.013938	3750	-0.083303	-109.948325
819	0.013746	3750	-0.086041	-110.034367
820	0.013556	3750	-0.060750	-110.095116
821	0.013367	3750	-0.060284	-110.155401
822	0.013181	3750	-0.061687	-110.217088
823	0.012995	3750	-0.083081	-110.300169
824	0.012811	3750	-0.074652	-110.374821
825	0.012629	3750	-0.062455	-110.437275
826	0.012448	3750	-0.073944	-110.511219
827	0.012269	3750	-0.085347	-110.596566
828	0.012092	3750	-0.068091	-110.664657
829	0.011916	3750	-0.089876	-110.754533
830	0.011741	3750	-0.074628	-110.829161
831	0.011568	3750	-0.056897	-110.886058
832	0.011397	3750	-0.072569	-110.958628
833	0.011227	3750	-0.096127	-111.054754
834	0.011059	3750	-0.071138	-111.125893
835	0.010892	3750	-0.067095	-111.192988
836	0.010727	3750	-0.082102	-111.275090
837	0.010563	3750	-0.062235	-111.337325
838	0.010401	3750	-0.079235	-111.416560
839	0.010240	3750	-0.065113	-111.481673
840	0.010081	3750	-0.080657	-111.562330
841	0.009923	3750	-0.088294	-111.650624
842	0.009767	3750	-0.093508	-111.744132
843	0.009612	3750	-0.088364	-111.832496
844	0.009459	3750	-0.077493	-111.909989
845	0.009307	3750	-0.081452	-111.991441
846	0.009156	3750	-0.087250	-112.078691
847	0.009008	3750	-0.078379	-112.157070
848	0.008860	3750	-0.081304	-112.238374
849	0.008714	3750	-0.066467	-112.304841
850	0.008570	3750	-0.073834	-112.378675
851	0.008427	3750	-0.081820	-112.460494
852	0.008285	3750	-0.072766	-112.533260
853	0.008145	3750	-0.077964	-112.611224
854	0.008006	3750	-0.061598	-112.672822
855	0.007869	3750	-0.090494	-112.763316
856	0.007733	3750	-0.070093	-112.833410
857	0.007598	3750	-0.078135	-112.911545
858	0.007465	3750	-0.083634	-112.995179
859	0.007334	3750	-0.070826	-113.066004
860	0.007203	3750	-0.074315	-113.140320
861	0.007075	3750	-0.072428	-113.212747
862	0.006947	3750	-0.084729	-113.297476
863	0.006821	3750	-0.078401	-113.375877
864	0.006696	3750	-0.077692	-113.453569
865	0.006573	3750	-0.064414	-113.517984
866	0.006451	3750	-0.085578	-113.603562
867	0.006330	3750	-0.063069	-113.666631
868	0.006211	3750	-0.070947	-113.737578
869	0.006093	3750	-0.070526	-113.808104
870	0.005977	3750	-0.070061	-113.878165
871	0.005862	3750	-0.064362	-113.942528
872	0.005748	3750	-0.084865	-114.027393
873	0.005635	3750	-0.070512	-114.097904
874	0.005524	3750	-0.082214	-114.180119
875	0.005414	3750	-0.068802	-114.248921
876	0.005306	3750	-0.076610	-114.325531
877	0.005199	3750	-0.061963	-114.387495
878	0.005093	3750	-0.073696	-114.461191
879	0.004988	3750	-0.071046	-114.532237
880	0.004885	3750	-0.083099	-114.615336
881	0.004783	3750	-0.052055	-114.667391
882	0.004682	3750	-0.086548	-114.753939
883	0.004583	3750	-0.082899	-114.836837
884	0.004485	3750	-0.073233	-114.910070
885	0.004388	3750	-0.079331	-114.989402
886	0.004292	3750	-0.077286	-115.066688
887	0.004198	3750	-0.058583	-115.125271
888	0.004105	3750	-0.065295	-115.190566
889	0.004013	3750	-0.069560	-115.260126
890	0.003923	3750	-0.077290	-115.337416
891	0.003833	3750	-0.068025	-115.405441
892	0.003745	3750	-0.076950	-115.482391
893	0.003658	3750	-0.076916	-115.559306
894	0.003573	3750	-0.065519	-115.624826
895	0.003488	3750	-0.074499	-115.699324
896	0.003405	3750	-0.056878	-115.756203
897	0.003323	3750	-0.071663	-115.827866
898	0.003242	3750	-0.076686	-115.904551
899	0.003162	3750	-0.072252	-115.976803
900	0.003084	3750	-0.067114	-116.043917
901	0.003007	3750	-0.068665	-116.112582
902	0.002930	3750	-0.068422	-116.181003
903	0.002855	3750	-0.061534	-116.242538
904	0.002782	3750	-0.068083	-116.310621
905	0.002709	3750	-0.066561	-116.377182
906	0.002638	3750	-0.068834	-116.446016
907	0.002567	3750	-0.060355	-116.506371
908	0.002498	3750	-0.069517	-116.575887
909	0.002430	3750	-0.067576	-116.643463
910	0.002363	3750	-0.071530	-116.714994
911	0.002297	3750	-0.062810	-116.777803
912	0.002233	3750	-0.057978	-116.835781
913	0.002169	3750	-0.065797	-116.901578
914	0.002106	3750	-0.069646	-116.971224
915	0.002045	3750	-0.054164	-117.025388
916	0.001985	3750	-0.056876	-117.082263
917	0.001925	3750	-0.052044	-117.134307
918	0.001867	3750	-0.062904	-117.197211
919	0.001810	3750	-0.067545	-117.264757
920	0.001754	3750	-0.060337	-117.325094
921	0.001699	3750	-0.053545	-117.378639
922	0.001645	3750	-0.057102	-117.435741
923	0.001592	3750	-0.055949	-117.491690
924	0.001540	3750	-0.053527	-117.545216
925	0.001490	3750	-0.057319	-117.602535
926	0.001440	3750	-0.064908	-117.667444
927	0.001391	3750	-0.055464	-117.722908
928	0.001343	3750	-0.051653	-117.774561
929	0.001296	3750	-0.058505	-117.833066
930	0.001251	3750	-0.054548	-117.887613
931	0.001206	3750	-0.053986	-117.941599
932	0.001162	3750	-0.051668	-117.993267
933	0.001119	3750	-0.056382	-118.049649
934	0.001077	3750	-0.046511	-118.096160
935	0.001036	3750	-0.047140	-118.143300
936	0.000996	3750	-0.043671	-118.186970
937	0.000957	3750	-0.049783	-118.236754
938	0.000919	3750	-0.045653	-118.282407
939	0.000882	3750	-0.050030	-118.332437
940	0.000846	3750	-0.045853	-118.378290
941	0.000810	3750	-0.045187	-118.423477
942	0.000776	3750	-0.047194	-118.470671
943	0.000742	3750	-0.046893	-118.517565
944	0.000709	3750	-0.042220	-118.559785
945	0.000678	3750	-0.046630	-118.606415
946	0.000647	3750	-0.045789	-118.652203
947	0.000617	3750	-0.045166	-118.697370
948	0.000587	3750	-0.040832	-118.738202
949	0.000559	3750	-0.039637	-118.777839
950	0.000531	3750	-0.041098	-118.818936
951	0.000505	3750	-0.045282	-118.864218
952	0.000479	3750	-0.035255	-118.899473
953	0.000454	3750	-0.046593	-118.946066
954	0.000430	3750	-0.037106	-118.983172
955	0.000406	3750	-0.030285	-119.013457
956	0.000383	3750	-0.034875	-119.048331
957	0.000362	3750	-0.036001	-119.084332
958	0.000340	3750	-0.034186	-119.118517
959	0.000320	3750	-0.034124	-119.152642
960	0.000300	3750	-0.034414	-119.187056
961	0.000281	3750	-0.033959	-119.221015
962	0.000263	3750	-0.030117	-119.251132
963	0.000246	3750	-0.034464	-119.285596
964	0.000229	3750	-0.030311	-119.315907
965	0.000213	3750	-0.024962	-119.340870
966	0.000198	3750	-0.025214	-119.366084
967	0.000183	3750	-0.027852	-119.393936
968	0.000169	3750	-0.025417	-119.419353
969	0.000156	3750	-0.031367	-119.450720
970	0.000143	3750	-0.018258	-119.468978
971	0.000131	3750	-0.021633	-119.490610
972	0.000120	3750	-0.022296	-119.512907
973	0.000109	3750	-0.021799	-119.534705
974	0.000099	3750	-0.017295	-119.552001
975	0.000089	3750	-0.017508	-119.569509
976	0.000080	3750	-0.016583	-119.586092
977	0.000072	3750	-0.018365	-119.604457
978	0.000064	3750	-0.016929	-119.621385
979	0.000057	3750	-0.017594	-119.638980
980	0.000050	3750	-0.011528	-119.650508
981	0.000043	3750	-0.011004	-119.661512
982	0.000038	3750	-0.011825	-119.673337
983	0.000032	3750	-0.012446	-119.685783
984	0.000028	3750	-0.009394	-119.695177
985	0.000023	3750	-0.012998	-119.708175
986	0.000019	3750	-0.010468	-119.718643
987	0.000016	3750	-0.008345	-119.726989
988	0.000013	3750	-0.007609	-119.734598
989	0.000010	3750	-0.005220	-119.739817
990	0.000008	3750	-0.005720	-119.745537
991	0.000006	3750	-0.004932	-119.750468
992	0.000004	3750	-0.005468	-119.755936
993	0.000003	3750	-0.003849	-119.759785
994	0.000002	3750	-0.002699	-119.762484
995	0.000001	3750	-0.004869	-119.767353
996	0.000000	3750	-0.001251	-119.768604
997	0.000000	3750	-0.003763	-119.772367
998	0.000000	3750	-0.003174	-119.775541
999	0.000000	3750	-0.037655	-119.813196
Log marginal likelihood:	-119.813196
